dhis2_facility_uid,dhis2_facility_name,dhis2_subcounty_uid,dhis2_subcounty_name,dhis2_district_uid,dhis2_district_name,dhis2_region
WKobZy8pNwR,Punena HC II,LNkFivzpeA1,Bungatira Subcounty,Gwk4wkLz7EW,Gulu District,Acholi
o3GWM4VVhQy,Reproductive Health Uganda (Gulu) HC II,x7pZ9LvlBky,Laroo Division,Gwk4wkLz7EW,Gulu District,Acholi
UH56sJpuPoN,Rwotobilo HC II,LNkFivzpeA1,Bungatira Subcounty,Gwk4wkLz7EW,Gulu District,Acholi
CM43BBuBghi,Sos (Hgmc) HC II,spJaE9AvZmf,Pece Division,Gwk4wkLz7EW,Gulu District,Acholi
bkDIfDrVsnC,St. Bakita Medical Centre and Maternity Home,x7pZ9LvlBky,Laroo Division,Gwk4wkLz7EW,Gulu District,Acholi
aPsvoBYxsDS,St. Mary's Lacor Hospital,kTswDBmRkXI,Bardege Division,Gwk4wkLz7EW,Gulu District,Acholi
XpSHs0t1rtF,St. Mauritz HC II,x7pZ9LvlBky,Laroo Division,Gwk4wkLz7EW,Gulu District,Acholi
PDrCI0KZp8c,St. Monica HC II,kTswDBmRkXI,Bardege Division,Gwk4wkLz7EW,Gulu District,Acholi
kG0Pg9QsbJM,St. Nektarios Orthodox HC III,Anb2BySBeLP,Unyama Subcounty,Gwk4wkLz7EW,Gulu District,Acholi
LPJ8Gxge7ig,St. Philip HC II,kTswDBmRkXI,Bardege Division,Gwk4wkLz7EW,Gulu District,Acholi
atGRMXTBJaA,TASO Gulu  Special Clinic,x7pZ9LvlBky,Laroo Division,Gwk4wkLz7EW,Gulu District,Acholi
CQ5zCINpLm3,Te-Ato HC II,OKIyTJatyIr,Paicho Subcounty,Gwk4wkLz7EW,Gulu District,Acholi
rigBgTrixkr,Unyama HC II,Anb2BySBeLP,Unyama Subcounty,Gwk4wkLz7EW,Gulu District,Acholi
asZMKtqcAd9,Victory Medical Centre Clinic (Laroo) HC II,x7pZ9LvlBky,Laroo Division,Gwk4wkLz7EW,Gulu District,Acholi
rWhuHZdqFk8,Azur HC IV,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
d6BLcmYUPVy,Bacayaya HC II,PRm0WRtzN3B,Busiisi Division,PJFtfCyp6Rb,Hoima District,Bunyoro
s2y7hYi40k7,Bombo HC II (Kigorobya Subcounty),XXvbdTUuGgg,Kigorobya Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
pefIQOO4szC,Buhanika HC III,LF0fSY2ILTy,Mparo Division,PJFtfCyp6Rb,Hoima District,Bunyoro
DyxRfkwicX2,Bujumbura HC III,itMXAtIHVu2,Bujumbura Division,PJFtfCyp6Rb,Hoima District,Bunyoro
TJESax78KE7,Buraru HC III,YExRLcjp4gN,Kyabigambire Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
ccVG52jNm8D,Buseruka HC III,sBXTbPz7S4Z,Buseruka Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
uXjmJ85M3yr,Buseruka Prison Clinic,sBXTbPz7S4Z,Buseruka Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
VyKflstsoTt,Butema HC III,NpxPtxsVliE,Buhanika Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
aUT9tlflN9L,Care Medical Centre (Kigorobya) HC III,uTNeFhnSHSe,Kigorobya Town Council,PJFtfCyp6Rb,Hoima District,Bunyoro
hI9FriaSTym,Doctor's Clinic (Hoima) HC III,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
aPr9XQM36Dn,Dwoli HC III,aiZ5zkqnKTk,Kitoba Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
W4Y19uqXpYs,Edpa Medical Centre HC III,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
QpU5Ubq6GRI,Gloria Health Centre HC II,uTNeFhnSHSe,Kigorobya Town Council,PJFtfCyp6Rb,Hoima District,Bunyoro
uuLycQQZP1I,His Grace Medical Centre (Hoima) HC II,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
aWIgSZ4D5jT,Hoima Ddho's Clinic HC II,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
eNdeo1hGdns,Hoima Doctor's Clinic HC II,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
o7OluoErEud,Hoima Police HC II,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
eLuNrVHaqr2,Hoima Prisons HC II,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
V2ylFCAVj0U,Hoima Regional Referral Hospital,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
HzJfLHeAssW,Hope Community (Hoima) HC II,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
SuNPmvsGklv,Kabaale HC III,sBXTbPz7S4Z,Buseruka Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
Z89GR8j6LFL,Kabalega Medical Centre HC III,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
cxmFH4hcpsH,Kapapi HC III,XXvbdTUuGgg,Kigorobya Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
a3CefBcMInT,Karongo HC III,itMXAtIHVu2,Bujumbura Division,PJFtfCyp6Rb,Hoima District,Bunyoro
iK89TBaO3ta,Kasomoro HC II,YExRLcjp4gN,Kyabigambire Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
McZvpFIBuvM,Kibaire HC II,YExRLcjp4gN,Kyabigambire Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
qlFZnWwRSlS,Kibiro HC II,XXvbdTUuGgg,Kigorobya Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
GUAwRRqngNN,Kigorobya HC IV,uTNeFhnSHSe,Kigorobya Town Council,PJFtfCyp6Rb,Hoima District,Bunyoro
vTAEegA8o6s,Kihuukya HC II,PRm0WRtzN3B,Busiisi Division,PJFtfCyp6Rb,Hoima District,Bunyoro
avv19jEKJvK,Kisabagwa HC II,YExRLcjp4gN,Kyabigambire Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
rkx1GZhqrWo,Kiseke HC II,aiZ5zkqnKTk,Kitoba Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
hna9EjQbv7F,Kitana HC II,uTNeFhnSHSe,Kigorobya Town Council,PJFtfCyp6Rb,Hoima District,Bunyoro
owkwHmj0ueb,Kyabasengya HC II,aiZ5zkqnKTk,Kitoba Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
MJzGcr4GqH1,Kyakapeya HC II,LF0fSY2ILTy,Mparo Division,PJFtfCyp6Rb,Hoima District,Bunyoro
aAkG4hwopIt,Mbaraara HC II,aiZ5zkqnKTk,Kitoba Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
vHdz34TAaT3,Mparangasi HC III,YExRLcjp4gN,Kyabigambire Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
FQazDjX6MHR,Reproductive Health Uganda (Hoima) HC II,KGfsBIXqGWC,Kahoora Division,PJFtfCyp6Rb,Hoima District,Bunyoro
UWPodERSmLS,Tonya HC III,sBXTbPz7S4Z,Buseruka Subcounty,PJFtfCyp6Rb,Hoima District,Bunyoro
s4Qgr3LiCaK,Better Living Domicilliary Clinic,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,Ankole
WsIQqOuUy8N,Bigyera HC II,WzfWcG6I4e6,Bisheshe Division,r8WLxW9JwsS,Ibanda District,Ankole
k58XY2uVEjN,Bihanga UPDF Barracks HC II,rR2AOks4tG6,Nyamarebe Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
xTTc0XQndvv,Birongo HC II,iNsYdEeHG7q,Kijongo Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
iChSz9sMebA,Bisheshe HC III,WzfWcG6I4e6,Bisheshe Division,r8WLxW9JwsS,Ibanda District,Ankole
Wmc36bI5m96,Bufunda HC III,a1eKujmyNC4,Bufunda Division,r8WLxW9JwsS,Ibanda District,Ankole
Yts6VtyPYQ4,Bugarama Medical Centre Clinic,WzfWcG6I4e6,Bisheshe Division,r8WLxW9JwsS,Ibanda District,Ankole
ghBbGPGo67O,Busingye Clinic,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,Ankole
OMHKYJZALu2,Busingye Medical Clinic,ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,Ankole
DwSFdp1Zd4h,Bwahwa HC II,PFmDufIDfGB,Nyabuhikye Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
ii8gLLHYn7G,Ebenezer Diagonostic Clinic,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,Ankole
uweQZg0JVlZ,Family Health Clinic,ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,Ankole
h3NUZiBXhpe,Goodlife Medical Clinic,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
dg5bqjOfDIN,Ibanda Afya Clinic,a1eKujmyNC4,Bufunda Division,r8WLxW9JwsS,Ibanda District,Ankole
q3cvAMruPi4,Ibanda Bihanga HC II,rR2AOks4tG6,Nyamarebe Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
WbjNyLLRjMh,Ibanda Bugarama HC II,WzfWcG6I4e6,Bisheshe Division,r8WLxW9JwsS,Ibanda District,Ankole
BqgV00bzutC,Ibanda Central Clinic,a1eKujmyNC4,Bufunda Division,r8WLxW9JwsS,Ibanda District,Ankole
ZAdoLtie2uP,Ibanda Comprehensive Medical Centre,a1eKujmyNC4,Bufunda Division,r8WLxW9JwsS,Ibanda District,Ankole
ahn03jwJwRI,Ibanda Hospital,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,Ankole
RvX1vKSd2yY,Ibanda Kakinga HC II,ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,Ankole
K9qEaNQI86x,Ibanda Karangara HC II,WzfWcG6I4e6,Bisheshe Division,r8WLxW9JwsS,Ibanda District,Ankole
OoKSJdwte5f,Ibanda Mission HC III,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,Ankole
baVbeoSAy7q,Igorora Medical Centre Clinic,DIMOQ6yYdSD,Igorora Town Council,r8WLxW9JwsS,Ibanda District,Ankole
M7knA0XD16u,Irimya HC II,EmP1TgdHCnS,Kicuzi Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
LwODrFWsUAR,Ishongororo HC IV,ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,Ankole
SjgN0hN7sBY,Jaro Clinic,ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,Ankole
Kmw6iQfQA2L,Kabaare HC II,WzfWcG6I4e6,Bisheshe Division,r8WLxW9JwsS,Ibanda District,Ankole
USWKUPzsxnQ,Kakatsi HC II,WzfWcG6I4e6,Bisheshe Division,r8WLxW9JwsS,Ibanda District,Ankole
aDcEum2g6mY,Kanywambogo HC III,EmP1TgdHCnS,Kicuzi Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
FAlqwkwODjt,Kashangura HC II,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,Ankole
K3CzZHcJAbW,Kashozi (Ishongororo) HC III,I2CScuUNy5Y,Ishongororo Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
hfQk7Z8ilcf,Katembe HC II,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
W5vxwFIhtEY,Kiburara Prison HC II,ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,Ankole
aLImY2rk5DK,Kicuzi HC II,EmP1TgdHCnS,Kicuzi Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
KZgRjddzIP8,Kigarama Health Clinic,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,Ankole
NVuFOjotimg,Kigarama Medical Clinic,ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,Ankole
LcDCJ8enDPT,Kigunga HC II,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
LxrRzrhlAGE,Kihani HC II,YI1W2cHvMEF,Kikyenkye Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
YRDyruTW7wl,Kijongo HC II,iNsYdEeHG7q,Kijongo Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
j6kmC0qBLuy,Kikyenkye HC III,yuGhB6fDmnU,Keihangara Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
Wjo1U23CeOJ,Kyeikucu HC II,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,Ankole
ozM66An1522,Mabonwa HC II,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
BIALUmuJv3J,Mpasha HC II,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
RoFsMZX9xFf,Mufumbira Clinic,ZHfJLqSYMkD,Ishongororo Town Council,r8WLxW9JwsS,Ibanda District,Ankole
c77KuqsTbb3,Nabaasa K Medical Centre Clinic,DIMOQ6yYdSD,Igorora Town Council,r8WLxW9JwsS,Ibanda District,Ankole
L2AawSLvQy5,Nsasi HC II,a1eKujmyNC4,Bufunda Division,r8WLxW9JwsS,Ibanda District,Ankole
gnahoaxeI4D,Nyabuhikye Prison HC II,a1eKujmyNC4,Bufunda Division,r8WLxW9JwsS,Ibanda District,Ankole
adncZQdcSzE,Nyakatookye HC II,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,Ankole
xzB84Cpdcuk,Nyamarebe HC III,rR2AOks4tG6,Nyamarebe Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
I7jJnMfaKrv,Nyamirima HC II (Bufunda Division),a1eKujmyNC4,Bufunda Division,r8WLxW9JwsS,Ibanda District,Ankole
NoDyrGrOuRW,Nyarukiika HC II,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
IDKLziIG6cU,Nyarukiika Medical Centre Clinic,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
hyxR1nRlnWf,Rubaya HC II,a1eKujmyNC4,Bufunda Division,r8WLxW9JwsS,Ibanda District,Ankole
wse4djDrM7s,Rugaaga HC II,yuGhB6fDmnU,Keihangara Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
QQhQzLWoyTB,Rugaaga Medical Centre,yuGhB6fDmnU,Keihangara Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
QLP6OdRGJsz,Ruhoko HC IV,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,Ankole
imTTaY3jBNx,Rukiri Domiciliary Clinic,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
waacA54DZjH,Rukiri HC III,KG4Ns1Klr2C,Rukiri Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
kZEhE6UH0aB,Rushango HC II,FV5oHVJGVQj,Rushango Town Council,r8WLxW9JwsS,Ibanda District,Ankole
S3tQRPj1rpw,Rwengwe HC II,YI1W2cHvMEF,Kikyenkye Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
aG2AogxcfRK,Rwenkobwa HC III,eO42n4d7LEP,Rwenkobwa Town Council,r8WLxW9JwsS,Ibanda District,Ankole
HIpoOqCIQgV,Rwenshambya HC II,yuGhB6fDmnU,Keihangara Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
sVLQBGByF0h,Rwobuzizi HC II,a1eKujmyNC4,Bufunda Division,r8WLxW9JwsS,Ibanda District,Ankole
qMmFjhurSrF,St. Joseph's Clinic,rR2AOks4tG6,Nyamarebe Subcounty,r8WLxW9JwsS,Ibanda District,Ankole
mC4jHquc0cu,St. Luke Medical and Surgical Clinic,vuUCvVvETWp,Kagongo Division,r8WLxW9JwsS,Ibanda District,Ankole
X48sP4bW0no,St. Luke Ninsiima Medicare Clinic,c73I5rSrdE5,Ibanda Town Council,r8WLxW9JwsS,Ibanda District,Ankole
BI8hASfVUkv,St. Mary's Domiciliary Clinic,a1eKujmyNC4,Bufunda Division,r8WLxW9JwsS,Ibanda District,Ankole
Zc2dx1uKbB4,Bethany HC II,HzudJ19fruU,Northern Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
JkMbi1FzXrX,Bugono HC IV,M7EUkvZed0e,Nabitende Subcounty,oNxpMjveyZt,Iganga District,Busoga
gbNAf8PVy0E,Bukwaya HC II,KD0DEkooFhS,Nakigo Subcounty,oNxpMjveyZt,Iganga District,Busoga
Hx3bgntGfm7,Bulamagi HC III,s65J7cpFWS4,Bulamagi Subcounty,oNxpMjveyZt,Iganga District,Busoga
QxgzWrwUQ0o,Bulubandi HC II,KD0DEkooFhS,Nakigo Subcounty,oNxpMjveyZt,Iganga District,Busoga
aqKT8ebfGls,Bunyiiro HC II,eMbM3ntRRMe,Nawanyingi Subcounty,oNxpMjveyZt,Iganga District,Busoga
BxF2c8dwf02,Bunyiiro HC III,eMbM3ntRRMe,Nawanyingi Subcounty,oNxpMjveyZt,Iganga District,Busoga
fqWdsy0CuFR,Busowobi HC III,KD0DEkooFhS,Nakigo Subcounty,oNxpMjveyZt,Iganga District,Busoga
Adxinf4hk0o,Buzaaya HC II,i93w6kNOmuT,Nawandala Subcounty,oNxpMjveyZt,Iganga District,Busoga
Nm76d3LgPHk,Hope & Healing Center,i93w6kNOmuT,Nawandala Subcounty,oNxpMjveyZt,Iganga District,Busoga
GjaR0hzgtK7,Hovic Medical Centre Clinic,HzudJ19fruU,Northern Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
EKPCmrHaBSg,Iganga Hospital,TW0y96F73kX,Central Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
aElqyBOYxsd,Iganga Islamic Medical Centre HC III,TW0y96F73kX,Central Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
qscXfBxQ88B,Iganga Lifecare Clinic,TW0y96F73kX,Central Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
NsomATk5FnX,Iganga Medicare Clinic,TW0y96F73kX,Central Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
HfrkUP3pD0k,Iganga Prisons HC II,TW0y96F73kX,Central Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
M6qnxgpeCA4,Iganga Town Council HC III,HzudJ19fruU,Northern Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
jrCQHd9oRg6,Iganga Ug. Prison HC II,TW0y96F73kX,Central Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
avJPCoMRZ9n,Itanda HC II,M7EUkvZed0e,Nabitende Subcounty,oNxpMjveyZt,Iganga District,Busoga
QkBTEggkt4y,Ituba HC II,M7EUkvZed0e,Nabitende Subcounty,oNxpMjveyZt,Iganga District,Busoga
RRMU2EDNAdg,Kakombo HC II,KD0DEkooFhS,Nakigo Subcounty,oNxpMjveyZt,Iganga District,Busoga
FSVMTORF0Dn,Kasambika HC III,M7EUkvZed0e,Nabitende Subcounty,oNxpMjveyZt,Iganga District,Busoga
prOqXqNPpWj,Kasolo HC II,s65J7cpFWS4,Bulamagi Subcounty,oNxpMjveyZt,Iganga District,Busoga
HxDOa69pePc,Kawete HC II,DLZHSyxD2Eu,Namungalwe Subcounty,oNxpMjveyZt,Iganga District,Busoga
LWx8ihq5EVl,Kiringa (Iganga) HC II,i93w6kNOmuT,Nawandala Subcounty,oNxpMjveyZt,Iganga District,Busoga
eN9V8wuZGOa,Kiwanyi HC II,i93w6kNOmuT,Nawandala Subcounty,oNxpMjveyZt,Iganga District,Busoga
W4uBcP0Hwuc,Magogo HC II,eMbM3ntRRMe,Nawanyingi Subcounty,oNxpMjveyZt,Iganga District,Busoga
uabmhhONOgQ,Maria Medical Centre Clinic,HzudJ19fruU,Northern Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
zCdcy1i5r0y,Mawagala HC II,eMbM3ntRRMe,Nawanyingi Subcounty,oNxpMjveyZt,Iganga District,Busoga
JTEu7SHCL9k,Mercy Medical Iganga Clinic,HzudJ19fruU,Northern Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
RmhRMYBxYBg,Musana Community Centre Clinic,acI8lyq9jgr,Nakalama Subcounty,oNxpMjveyZt,Iganga District,Busoga
uZ8tbaDbmB3,Nabitende HC II,M7EUkvZed0e,Nabitende Subcounty,oNxpMjveyZt,Iganga District,Busoga
NXPEomiL045,Naibiri HC II,h406m6Bzo7K,Nambale Subcounty,oNxpMjveyZt,Iganga District,Busoga
FE2NPb3ItFo,Nakalama Domicilliary Clinic,acI8lyq9jgr,Nakalama Subcounty,oNxpMjveyZt,Iganga District,Busoga
NPczcAlZ2AY,Nakalama Epi Centre HC II,acI8lyq9jgr,Nakalama Subcounty,oNxpMjveyZt,Iganga District,Busoga
ixwFzMD6GcM,Nakalama HC III,acI8lyq9jgr,Nakalama Subcounty,oNxpMjveyZt,Iganga District,Busoga
ap4CDjbaBSp,Nakavule HC II,TW0y96F73kX,Central Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
mp0hV54OL4E,Naluko HC II,M7EUkvZed0e,Nabitende Subcounty,oNxpMjveyZt,Iganga District,Busoga
tJVNDcI33wJ,Nambale HC III,h406m6Bzo7K,Nambale Subcounty,oNxpMjveyZt,Iganga District,Busoga
a8Qm23qwGwy,Namungalwe HC III,DLZHSyxD2Eu,Namungalwe Subcounty,oNxpMjveyZt,Iganga District,Busoga
zW41infbHYC,Namungalwe Prison Clinic,DLZHSyxD2Eu,Namungalwe Subcounty,oNxpMjveyZt,Iganga District,Busoga
az7Fcxfmke7,Namunkesu HC II,DLZHSyxD2Eu,Namungalwe Subcounty,oNxpMjveyZt,Iganga District,Busoga
MqszNOCecxv,Namunsala HC II,DLZHSyxD2Eu,Namungalwe Subcounty,oNxpMjveyZt,Iganga District,Busoga
ZBnjYnfB0kd,Namusiisi HC II,i93w6kNOmuT,Nawandala Subcounty,oNxpMjveyZt,Iganga District,Busoga
z1sgA9QIceC,Nasuti HC II,h406m6Bzo7K,Nambale Subcounty,oNxpMjveyZt,Iganga District,Busoga
hA4k0l8StRh,Nawandala HC III,i93w6kNOmuT,Nawandala Subcounty,oNxpMjveyZt,Iganga District,Busoga
axKQfN9J4OH,Nawansinge HC II,s65J7cpFWS4,Bulamagi Subcounty,oNxpMjveyZt,Iganga District,Busoga
rdZgIFDlUWW,Nawanzu HC II,KD0DEkooFhS,Nakigo Subcounty,oNxpMjveyZt,Iganga District,Busoga
BYby89Z7I3l,New Hope Hospital,HzudJ19fruU,Northern Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
yXC71NnSrVn,Peak Point Medical Centre Clinic,TW0y96F73kX,Central Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
Mxr4Gb5nKhD,Pearl View Medical Clinic HC II,s65J7cpFWS4,Bulamagi Subcounty,oNxpMjveyZt,Iganga District,Busoga
sTPzvbPlhlu,Reproductive Health Uganda (Iganga) HC II,HzudJ19fruU,Northern Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
He15t1ovvvF,St. Peter Claver HC II,s65J7cpFWS4,Bulamagi Subcounty,oNxpMjveyZt,Iganga District,Busoga
cUNKzzineZC,Trust Medical Centre Clinic,HzudJ19fruU,Northern Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
FTzrUpybpQS,Walugogo HC II,TW0y96F73kX,Central Division (Iganga MC),oNxpMjveyZt,Iganga District,Busoga
AUW1cjIB5uQ,Birunduma HC II,hNN2wZnydEg,Rugaaga Subcounty,UaR7OHycj8c,Isingiro District,Ankole
kFFSlwDLlKV,Blue Cross Medical Centre HC II,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,Ankole
smGfcNZcQ31,Buhungiro HC II,atjtfI5ERhj,Kashumba Subcounty,UaR7OHycj8c,Isingiro District,Ankole
wDtDdq5JRtC,Burungamo HC II,eeBbHGQ0Z2K,Ngarama Subcounty,UaR7OHycj8c,Isingiro District,Ankole
VMsqPYJjOpq,Busheka (Isingiro) HC II,a8kHG8t6bY6,Endiinzi Subcounty,UaR7OHycj8c,Isingiro District,Ankole
uvMoPeBVDdo,Clinic Africa HC II,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,Ankole
HUkwcrf8Ozd,Endiizi HC III,W3tM7sLdXXY,Endiinzi Town Council,UaR7OHycj8c,Isingiro District,Ankole
SqeLCXvQf0h,Eyeitu Medical Centre Clinic,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,Ankole
E5kPcprgHM5,Isibuka Nursing Home HC III,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,Ankole
aYNSbanq4Fg,Isingiro Katembe HC II,a8UqcJq7pdF,Kabingo Subcounty,UaR7OHycj8c,Isingiro District,Ankole
AULdz853paf,Isingiro Police HC II,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,Ankole
aIOQEOmhFq8,Isingiro Prison HC II,wyW0esOM7ZB,Isingiro Town Council,UaR7OHycj8c,Isingiro District,Ankole
oC75kRES5l1,J&T Medical Centre HC II,C8KGSaxhXaQ,Nyakitunda Subcounty,UaR7OHycj8c,Isingiro District,Ankole
LTSK6TFLetj,Johnsons Medical Clinic HC II,czEXg5E8wiX,Bugango Town Council,UaR7OHycj8c,Isingiro District,Ankole
WKgB1j6LYuq,Jon Medical Centre HC II,W3tM7sLdXXY,Endiinzi Town Council,UaR7OHycj8c,Isingiro District,Ankole
au6l6u0QySf,Juru HC II,atjtfI5ERhj,Kashumba Subcounty,UaR7OHycj8c,Isingiro District,Ankole
M4pQn1xAHpt,K.K Clinic HC II,z7zg0AlCyHn,Kaberebere Town Council,UaR7OHycj8c,Isingiro District,Ankole
av9D2n2epXS,Kaarokarungi HC II,C8KGSaxhXaQ,Nyakitunda Subcounty,UaR7OHycj8c,Isingiro District,Ankole
aKzFgKWqIPv,Kabugu HC II,LQLSqsdH1d5,Kabuyanda Subcounty,UaR7OHycj8c,Isingiro District,Ankole
AS4eTVHhwrD,Kabuyanda Catholic HC II,wLL0PdmBLep,Kabuyanda Town Council,UaR7OHycj8c,Isingiro District,Ankole
K5Rwfv0pC4s,Kabuyanda HC IV,wLL0PdmBLep,Kabuyanda Town Council,UaR7OHycj8c,Isingiro District,Ankole
OSXtM56gs6k,Kagaaga HC II,eeBbHGQ0Z2K,Ngarama Subcounty,UaR7OHycj8c,Isingiro District,Ankole
hADSlo3wp3v,Kahenda HC II,SXrFhwJB3wi,Birere Subcounty,UaR7OHycj8c,Isingiro District,Ankole
hKrZgkUlwZ8,Kakamba (Isingiro) HC II,mAmXA9rC62b,Kakamba Subcounty,UaR7OHycj8c,Isingiro District,Ankole
RI4Fb24F84i,Kakoma HC III,z7zg0AlCyHn,Kaberebere Town Council,UaR7OHycj8c,Isingiro District,Ankole
PGpdN6nh3Lz,Kamubeizi HC II,KQCblChIrTo,Kikagate Subcounty,UaR7OHycj8c,Isingiro District,Ankole
